pc_time_s,idx,teensy_t_us,raw1,raw2,raw3,raw4,raw5,idx_jump,missing_frames
0.519111,521,521000,10,16,7,12,4,1,0
0.520080,522,522000,12,15,7,9,8,1,0
0.521098,523,523000,14,14,7,12,5,1,0
0.522107,524,524000,10,14,5,11,10,1,0
0.523119,525,525000,11,13,6,10,10,1,0
0.524109,526,526000,11,15,8,8,7,1,0
0.525108,527,527000,10,16,6,9,6,1,0
0.526131,528,528000,9,13,5,11,4,1,0
0.527080,529,529000,13,9,7,12,8,1,0
0.528069,530,530000,11,15,3,10,8,1,0
0.529105,531,531000,12,14,9,10,9,1,0
0.530112,532,532000,11,15,5,10,6,1,0
0.531133,533,533000,10,13,7,10,6,1,0
0.532106,534,534000,12,13,7,10,7,1,0
0.533114,535,535000,12,15,7,11,8,1,0
0.534109,536,536000,10,14,7,10,6,1,0
0.535091,537,537000,13,13,5,10,5,1,0
0.536078,538,538000,13,15,7,7,8,1,0
0.537108,539,539000,11,16,4,10,7,1,0
0.538165,540,540000,11,11,8,8,12,1,0
0.539132,541,541000,10,16,6,7,9,1,0
0.540130,542,542000,10,13,5,24,8,1,0
0.541445,543,543000,12,15,7,7,9,1,0
0.542106,544,544000,11,14,5,10,7,1,0
0.543089,545,545000,11,17,7,11,7,1,0
0.544109,546,546000,13,14,7,10,10,1,0
0.545101,547,547000,10,13,5,11,7,1,0
0.546115,548,548000,11,11,5,10,6,1,0
0.547108,549,549000,13,14,6,10,6,1,0
0.548108,550,550000,11,15,7,11,8,1,0
0.549103,551,551000,11,14,9,6,10,1,0
0.550109,552,552000,11,15,5,9,8,1,0
0.551107,553,553000,12,14,5,9,8,1,0
0.552079,554,554000,13,13,7,10,6,1,0
0.553079,555,555000,10,14,13,12,4,1,0
0.554342,556,556000,12,16,7,11,7,1,0
0.555135,557,557000,11,14,6,10,7,1,0
0.556141,558,558000,10,13,5,10,8,1,0
0.557126,559,559000,9,15,7,11,7,1,0
0.558249,560,560000,12,13,8,10,10,1,0
0.559539,561,561000,10,13,6,10,0,1,0
0.560192,562,562000,9,13,6,10,8,1,0
0.561149,563,563000,13,14,7,10,6,1,0
0.562199,564,564000,10,16,6,10,7,1,0
0.563291,565,565000,11,14,7,10,8,1,0
0.564292,566,566000,11,13,7,10,8,1,0
0.565140,567,567000,12,13,7,13,7,1,0
